3.7903,5.0834,1
4.0229,4.3235,1
4.7914,6.612,1
3.1174,4.5495,0
0.28848,0.37395,0
2.0335,3.2579,0
3.4664,4.9833,1
2.2157,2.9277,0
1.1686,1.754,0
2.7429,3.4118,1
2.8342,2.3553,1
0.0391,-0.99171,0
3.9369,4.9864,1
1.1351,1.7471,0
7.5784,10.727,1
1.1764,2.2795,0
0.8436,-0.88779,0
2.6501,3.0144,1
4.282,5.9049,1
2.124,1.7396,0
4.8884,7.172,1
2.3426,4.6843,0
3.7062,4.6543,1
0.85205,0.35428,0
2.9278,4.7645,1
1.8759,1.7251,0
1.7412,2.9338,1
3.0933,4.4583,0
2.8886,4.1341,0
3.5664,5.076,1
5.4172,7.4101,1
0.79251,-0.82895,0
3.9321,5.6753,1
2.9642,2.4378,0
0.24979,1.2585,0
4.3035,6.6981,1
1.9974,3.0717,1
3.4367,5.5635,0
1.1955,1.3535,0
4.8261,6.5573,1
3.6302,5.7342,0
2.6966,3.7673,0
3.1093,5.2053,0
2.6277,4.3459,0
3.1521,4.12,1
3.738,4.8861,1
4.3914,6.3782,1
0.8865,1.5957,0
2.3714,2.7417,0
1.4555,2.5525,0
3.7744,7.0924,1
4.1978,6.1,1
1.6462,3.2583,0
4.1049,3.9696,1
4.49,6.6241,1
4.3192,6.2822,1
3.8978,4.4228,1
4.0326,4.1076,1
4.1001,6.0065,1
2.4229,2.9145,1
5.0347,6.667,1
3.0347,4.9432,0
2.282,4.2282,0
3.8235,4.9891,1
1.8059,3.0012,0
1.7221,3.3841,0
2.7172,2.8209,0
4.3714,4.1013,1
2.7015,4.0524,0
0.69231,0.9231,0
5.0349,6.8181,0
5.4384,7.3799,1
3.4555,5.2695,1
4.8404,6.8298,1
3.2855,4.5177,1
1.9175,2.803,0
2.7394,2.1533,0
1.3997,1.8947,0
1.8076,3.7806,0
4.6966,6.7526,1
3.0208,5.3963,1
3.8351,5.1795,1
4.862,7.6902,1
3.1604,4.1264,1
4.8252,6.3299,1
5.1006,6.9101,1
1.3844,1.155,0
3.8226,5.234,1
2.5776,2.2217,1
2.1873,1.9256,0
5.1093,7.1997,1
2.5084,3.6711,1
3.1275,4.127,0
3.6966,5.2839,1
4.455,7.0134,1
2.3129,3.4892,0
3.5877,4.7397,0
0.91094,0.90567,0
2.7147,5.5058,0
5.5326,7.5942,1
1.3331,2.1577,0
4.2157,6.8559,1
6.908,8.983,1
3.3844,4.8598,1
0.79215,1.7532,0
4.8351,6.1548,1
3.561,2.9428,1
2.4882,3.9714,0
1.6966,2.7039,0
3.8339,5.7335,0
2.3035,3.1324,0
5.3546,7.4044,1
1.2352,0.54835,0
2.1001,3.3514,0
2.49,5.4875,0
0.59773,0.51154,0
2.2498,3.0171,1
1.5664,1.7308,0
4.7481,7.5597,1
2.8351,4.2634,0
0.83416,2.3272,0
3.98,5.7499,1
2.9384,3.9649,1
1.2451,2.9594,0
5.409,8.9386,1
0.42294,0.9377,0
0.93113,0.66169,0
1.7586,2.4494,0
4.3335,5.9187,1
2.8884,3.1533,0
2.2885,4.0087,1
0.57762,0.73139,0
2.7481,5.5107,0
1.4664,2.703,0
1.7143,3.3178,0
1.1905,1.4957,0
3.112,3.3465,1
1.7275,1.7734,0
5.0933,7.2251,1
2.5377,4.2569,0
-0.0026357,-1.9027,0
5.3514,8.0148,1
3.4193,5.4684,0
4.7694,6.644,0
3.7119,7.4986,0
1.2303,2.0719,0
3.5314,5.0585,1
3.8076,6.0827,1
3.5238,3.1959,1
1.0208,1.4698,0
3.7275,5.4376,1
2.5525,3.0704,0
4.0859,4.1825,1
2.508,4.8447,0
4.1837,6.0787,1
2.8529,2.6963,1
2.0229,3.0132,0
4.7254,5.8297,1
1.8023,2.7608,0
2.8799,5.1006,1
0.50841,0.59613,0
2.7925,5.0774,1
2.5977,2.5787,1
6.7694,9.5277,1
1.1363,1.8632,0
1.7563,0.011083,0
4.908,7.6453,0
1.795,2.9589,0
1.8978,2.6776,0
0.78588,2.0009,0
3.1764,3.2221,1
3.1905,3.6439,1
3.795,4.1757,1
5.1174,7.4684,1
7.0349,11.509,1
3.1363,3.5687,1
6.526,8.5435,1
5.5784,8.1729,0
2.6923,3.9847,1
2.9311,3.0757,1
2.7223,4.3868,0
4.6715,5.5856,1
2.1049,3.9659,0
3.1686,4.0165,1
3.3703,5.6271,0
5.5877,8.9643,1
5.5442,8.1824,1
3.9699,4.0995,1
4.7394,6.6962,1
2.8436,3.3489,1
3.6462,4.4244,1
3.7221,4.9301,1
-0.051816,-0.12529,0
5.6302,7.7465,1
4.2916,6.4523,1
3.9932,5.1669,1
0.066977,1.4895,0
5.7119,8.7832,1
2.4889,4.0723,0
4.0774,5.5894,1
4.7269,6.4553,1
4.3426,5.1986,1
4.8886,6.2692,1
5.0391,8.6849,1
3.7824,4.9039,1
3.2018,2.7393,1
4.5525,5.8178,1
2.5509,2.6142,1
4.4517,5.3941,1
1.9699,3.6703,0
3.5442,4.6997,0
4.4882,7.0332,1
4.6277,7.8306,1
2.9418,3.66,1
2.8252,5.1754,0
4.7015,4.7059,1
5.1275,8.1772,1
1.112,1.6413,0
2.7269,3.9775,0
1.8226,2.5078,0
4.124,5.2491,1
3.8759,5.1473,1
2.2939,3.0284,0
0.65011,0.72077,0
3.379,5.9397,0
3.2352,4.5753,1
1.9482,3.4142,1
3.8668,4.7766,1
2.7859,3.88,1
4.4889,4.929,1
3.2303,6.0981,1
-0.13836,0.65855,0
4.4669,6.7266,1
3.7752,5.2612,1
